wrist_mvmnt_x_median;wrist_mvmnt_x_min;wrist_mvmnt_y_median;wrist_mvmnt_y_min;wrist_mvmnt_y_max;wrist_mvmnt_dist_min;aperiodicity_denoised;aperiodicity_trimmed;periodEntropy_denoised;periodVarianceNorm_denoised;periodVarianceNorm_trimmed;numInterruptions_denoised;numFreeze_denoised;numFreeze_trimmed;maxFreezeDuration_denoised;maxFreezeDuration_trimmed;period_median_denoised;period_quartile_range_denoised;period_min_denoised;period_quartile_range_trimmed;frequency_quartile_range_denoised;frequency_min_denoised;frequency_stdev_denoised;frequency_lr_fitness_r2_denoised;frequency_lr_slope_denoised;frequency_lr_fitness_r2_trimmed;frequency_lr_slope_trimmed;frequency_fit_min_degree_denoised;frequency_fit_min_degree_trimmed;amplitude_median_denoised;amplitude_quartile_range_denoised;amplitude_max_denoised;amplitude_stdev_denoised;amplitude_entropy_denoised;amplitude_stdev_trimmed;amplitude_decrement_fitness_r2_denoised;amplitude_decrement_slope_denoised;amplitude_decrement_end_to_mean_denoised;amplitude_decrement_fit_min_degree_denoised;amplitude_decrement_last_to_first_half_denoised;amplitude_decrement_fitness_r2_trimmed;amplitude_decrement_slope_trimmed;amplitude_decrement_end_to_mean_trimmed;amplitude_decrement_fit_min_degree_trimmed;num_peaks_trimmed;speed_median_denoised;speed_quartile_range_denoised;speed_min_denoised;speed_max_denoised;speed_median_trimmed;speed_min_trimmed;acceleration_min_denoised;acceleration_min_trimmed;label;dataset;filename
22.50113053;0;15.81956769;0;89.86026552;0;2.52030132;2.096899068;0.48409435;0.041442089;0.0431562;1;0;0;0.233333333;0.233333333;0.266666667;0.2;0.133333333;0.066666667;2.207792208;1.304347826;1.943727911;0.034710194;-0.114515425;0.080618403;-0.209944946;10;8;16.09865986;7.532221209;50.00086184;10.57771301;0.524882792;5.468702492;0.123458985;0.119901438;-0.04291249;7;2.739790118;0.002934434;-0.012239625;1.392067405;6;10;81.27913047;141.5769588;0.65006984;933.294827;66.77213811;3.355672683;37.45739284;66.79072973;2;1;NIHMR963TPLWF-task2-2019-10-24T19-31-59-383Z--right.webm
1.878639589;0;8.310959387;0;31.75975277;0;1.866601514;1.610790512;0.323362458;0.008703704;0.003909091;0;0;0;0.1;0.066666667;0.3;0.075;0.266666667;0.033333333;0.818181818;2;0.535321894;0.276248446;-0.081505616;0.30079481;-0.074609734;10;9;31.0428967;3.183151146;35.68752772;2.269142013;0.230516521;2.099516318;0.253975789;0.03330627;1.488622898;10;1.739826459;0.103353042;0.023865076;0.460407389;10;11;118.4025338;229.2118873;0;809.2533356;118.8676157;4.744419697;71.42549327;170.9439833;1;1;2019-10-24T22-29-27-063Z84-task2-right.webm
6.522877937;0;16.83500725;0;68.53486522;0.921238867;1.68887345;1.610740463;0.307971939;0.016471019;0.002240745;0;0;0;0.165690608;0.066276243;0.298243094;0.033138122;0.265104972;0.033138122;0.335296951;1.436986932;0.566586434;0.160430376;0.060652046;0.001890419;-0.004156574;9;9;40.79382735;15.33477141;57.44581175;9.782336149;0.591790044;9.875484269;0.009412447;0.024250551;10.9179617;10;2.892675815;0.027493168;-0.050399469;11.4716351;10;12;134.0327036;274.2168629;2.045130097;961.4893708;170.2507512;5.734746651;11.46281645;251.2155231;2;1;2018-09-17T17-43-02-299Z85-task2-right.webm
0.964231678;0.005930807;3.793346698;0.163778434;12.01185514;0.170541029;2.178468326;1.789352059;0.381944364;0.027201253;0.017146419;0;0;0;0.131801653;0.09885124;0.263603306;0.115326446;0.230652893;0.02471281;1.147106071;1.68603517;0.946120832;0.180907631;-0.175628664;0.110612123;-0.151743165;6;4;14.50563075;8.123596065;22.94114633;4.476083931;0.344255713;4.084556651;0.281868657;0.094916876;-2.58519204;5;4.79589577;0.654856803;0.181796467;3.175353865;5;7;65.97948143;159.147175;0;565.4760048;76.56236143;0;4.555060412;4.555060412;2;1;2019-05-13T19-07-15-104Z90-task2-right.webm
35.30194272;0;45.40604728;0;165.3245301;0;1.605669167;1.360372112;0.249056499;0.022802083;0.000916667;0;0;0;0.099;0.066;0.2475;0.033;0.231;0.02475;0.541125541;1.683501684;0.836601647;0.343571179;0.214016583;0.385714286;0.092764378;4;5;24.28811454;1.805984649;29.64852327;2.368710815;0.236557427;1.05326481;0.516584066;0.080780502;4.172691008;5;2.237149702;0.001042715;-0.002322072;-1.925043518;3;7;123.1773388;218.6835173;0;623.9824782;174.8515329;3.313422968;357.0705489;956.4983251;1;1;2019-05-13T19-17-05-351Z72-task2-right.webm
6.43984963;0.629012852;8.933480117;0.022714696;29.94060041;0.889558506;2.291315824;1.514234897;0.278347028;0.014460682;0.001304687;0;0;0;0.12525;0.0835;0.2505;0;0.20875;0.0104375;0;2.177463255;0.823894857;0.008751073;-0.026833386;0.253968254;-0.076038399;6;7;29.67867461;7.824949266;55.04356746;10.95132903;0.532909243;4.942435204;0.029254265;-0.095397632;-23.94025627;6;-7.946217206;0.103297795;-0.106660428;-4.512668779;7;9;114.1209606;290.655697;0.468109447;863.5863451;194.4245497;0.988265686;14.0608583;110.1656615;0;1;2019-10-22T23-17-40-191Z82-task2-right.webm
4.629541056;0;10.00084632;0;33.35208564;0.919105576;1.771471504;1.216815953;0.298638952;0.012577074;0.000979971;1;0;0;0.267597315;0.066899329;0.250872483;0.033449664;0.234147651;0.033449664;0.533851181;1.993044409;0.708635916;0.11447735;-0.083474912;0.257142857;-0.057198341;5;7;37.48135875;6.515451969;52.06391782;6.718939782;0.402102443;3.197804984;0.847143776;0.249263101;14.13708036;3;9.382246728;0.81993627;0.152896138;3.201197333;8;9;147.9996161;356.4657435;0.333511505;913.6544877;253.4547663;0.333511505;30.35523197;94.02628517;0;1;2017-12-16T18-35-17-444Z44-task2-right.webm
1.519187566;0.011114783;1.525527028;0.006360952;10.89273664;0.465866893;1.600600402;1.540375291;0.327159177;0.011800188;0.007402232;0;0;0;0.121472527;0.121472527;0.242945055;0.091104396;0.182208791;0.07592033;1.646462819;2.352089741;1.003251981;0.058636937;0.084580197;0.003519356;-0.022867539;9;7;15.55993937;4.398675372;34.54497469;6.235542987;0.38782222;2.333424785;0.036539886;0.094207558;-5.875396845;4;-0.601408243;0.217058123;-0.110192245;-4.946796246;7;9;97.4968632;135.8537806;0.50968249;310.658337;140.3832984;0.50968249;40.27121046;190.9903005;2;1;2019-12-21T01-03-07-323Z20-task2-right.webm
4.088427258;0;7.927363246;0;30.11242204;0;1.650327082;1.353429569;0.175602642;0.002714066;0.00269191;0;0;0;0.197855422;0.197855422;0.329759036;0.065951807;0.329759036;0.065951807;0.505419559;2.527097796;0.251144998;0.0075;0.008423659;0.1875;-0.054152096;5;3;25.52312502;5.346459825;38.33518082;4.998331888;0.376733537;2.655508811;0.272828256;0.165838004;6.145047602;6;3.058532561;0.023676174;-0.032329897;-4.308443571;6;8;103.0293252;184.0222202;3.173468656;357.6669699;105.6664089;3.173468656;9.993800957;227.9263381;1;1;2018-11-16T01-34-33-666Z99-task2-right.webm
8.998773868;0;9.848851152;0;35.23459563;0;2.371967389;2.260856459;0.382887865;0.031705819;0.020488684;0;0;0;0.135559322;0.135559322;0.220283898;0.169449153;0.169449153;0.101669492;2.151579562;1.639298714;1.441353066;0.112923066;0.168629959;0.057715128;-0.125424366;6;4;18.38482129;5.882596308;31.82744658;5.346661765;0.402102443;3.428028482;0.50123521;0.145000417;4.020275464;9;4.813462728;0.212619364;0.077270569;2.457935017;7;9;81.97243199;177.4663241;0.101583194;593.750865;90.42860539;0.931427604;66.57700662;66.57700662;3;1;2018-09-10T19-07-40-473Z69-task2-right.webm
33.99017813;0;26.67644379;0;128.2673668;0;2.56523573;2.366198225;0.419145377;0.047819646;0.031541034;2;0;0;0.2;0.1;0.233333333;0.066666667;0.133333333;0.066666667;1.25;1.304347826;1.608286297;0.06502769;0.094924679;0.017037912;0.051974423;10;10;18.28619101;7.016147176;34.50852299;6.30335592;0.522172769;4.8736289;0.342216114;0.094134324;-6.448287062;10;7.061664343;0.485404035;0.102083953;3.967108025;10;14;77.97136159;156.0944456;0;1108.344474;83.78107097;1.779376865;22.08379787;22.08379787;2;1;NIHDL154KMBMU-task2-2020-02-20T20-02-07-961Z--right.webm
1.881373376;0;5.674154263;0;36.10880487;0.621325742;1.698827551;1.390234758;0.364039249;0.013330882;0.0029637;1;0;0;0.2664;0.0999;0.2664;0.041625;0.2331;0.04995;0.551146384;1.766472355;0.670961064;0.203516667;0.087683911;0.01768178;0.01950002;8;7;18.16832821;4.483476956;30.69685984;4.913477993;0.324233674;2.557937872;0.000414224;0.003176323;-10.57500892;5;-1.75689426;0.0001444;-0.001199207;0.780538948;8;11;46.8108899;141.69355;0.044993794;467.7302824;56.14933804;0.044993794;13.48484586;13.48484586;2;1;2018-12-03T20-43-17-008Z39-task2-right.webm
3.830854722;0.343624188;5.90941912;0.673599587;16.54862022;2.13221696;1.649104657;1.178290935;0.258537402;0.004239983;0.002244697;0;0;0;0.044893939;0.044893939;0.179575758;0.033670455;0.134681818;0.044893939;0.835302059;4.454944313;0.99191931;0.208449138;0.265175257;0;-7.25E-18;4;2;17.04945945;5.855607455;28.30015864;5.10026457;0.441823532;5.639365559;0.007927975;0.053367895;-2.070667259;6;-0.235136375;0.001140552;0.030575384;0.613451137;4;5;158.4057811;176.8235752;3.261709967;434.166182;139.8054761;3.95892374;59.4978732;1747.646488;1;1;2018-10-27T03-15-25-506Z95-task2-right.webm
3.024446923;0.016141842;4.82439675;0.141636948;16.41310918;1.510524716;1.52688377;0.9404787;0.326438331;0.013455961;0.003164842;1;1;0;0.461539474;0.065934211;0.329671053;0.065934211;0.263736842;0.065934211;0.631943059;1.895829176;0.620752735;0.230329949;0.148958007;0.75;0.227499501;4;4;26.96620222;6.26643016;38.76860299;5.157017117;0.434367075;3.254085995;0.934869119;0.432388039;5.645769839;1;7.749315471;0.957541774;0.402244017;5.044438354;1;6;122.8383439;136.5090236;3.818918031;400.1172783;159.7853957;16.1647693;108.42558;108.42558;2;1;2017-10-16T17-32-16-539Z60-task2-right.webm
27.96786088;0;22.57526416;0;115.4082244;0;1.546770053;1.597077051;0.45187911;0.024815109;0.007474295;1;0;0;0.235440299;0.100902985;0.302708955;0.084085821;0.235440299;0.067268657;0.878431531;1.351433124;0.783519983;0.000360946;-0.00470729;0.323029039;-0.121249458;6;7;21.88737897;7.642163054;58.79809127;13.39768102;0.454742142;10.25717526;0.002105911;0.018696429;-5.389480579;6;-3.607376938;0.254616856;-0.203611037;-30.12104703;4;10;84.657565;156.6376703;2.955736389;642.0343786;103.5028114;4.549388166;50.39452114;50.39452114;0;1;NIHPX181CAEY6-task2-2020-02-21T19-28-31-606Z--right.webm
35.60709246;0;20.65074639;0;79.49488593;0;2.329159198;1.882175264;0.335065432;0.006407995;0.003514739;0;0;0;0.166666667;0.166666667;0.4;0.066666667;0.3;0.066666667;0.5;2.142857143;0.380029497;0.051289872;-0.033333333;0.223384615;-0.071428571;6;5;33.3918882;9.658710961;48.94671054;8.440413174;0.586686654;6.393717683;0.308015488;0.143891778;12.7407875;7;6.431136307;0.004646067;0.017112149;9.746239093;6;8;80.63150828;242.1605621;0;871.6338345;105.0406707;1.753568392;36.92200384;36.92200384;1;1;NIHEB701YGBEC-task2-2020-02-03T20-38-43-201Z--right.webm
3.793401011;0.019454385;7.418489943;0.28981278;42.9388183;0.785021359;1.522340577;1.307241149;0.45187911;0.030218273;0.010473765;2;0;0;0.206920732;0.041384146;0.248304878;0.06207622;0.124152439;0.041384146;1.093126215;1.421402508;1.612909542;0.030917709;0.08968373;0.008865941;-0.052738545;10;8;35.41913063;8.803914372;46.75281298;6.343716084;0.469828094;6.235681994;0.124034441;0.10900879;8.974281903;10;5.194462039;0.117739995;0.139847444;9.30019359;9;10;156.5310641;315.1293417;0.665655967;849.3179673;253.2402311;3.556904594;50.14799385;296.8517544;2;1;2018-10-02T14-04-12-862Z38-task2-right.webm
3.504092008;0.0562878;9.225499981;0.165416569;37.52912985;0.348255575;1.8926764;1.734647202;0.174778856;0.052153647;0.000578288;0;0;0;0.099176471;0.066117647;0.231411765;0;0.198352941;0;0;1.080325369;1.070649507;0.242178771;0.204061459;0.041666667;-0.025722033;4;6;26.16884498;5.558405423;33.52163957;4.408370456;0.422301132;4.60392381;0.117861996;0.064117269;-1.116350119;9;-1.120703283;0.079085571;0.082825154;0.130665225;7;8;131.8902502;266.4217591;0.054837946;633.8680483;216.2078331;0.054837946;319.677575;319.677575;2;1;2018-12-09T19-43-06-040Z92-task2-right.webm
32.03754621;0;31.5766729;0;199.310814;0;1.783033469;1.794780707;0.328549454;0.044011883;0.049648726;0;0;0;0.164049587;0.164049587;0.164049587;0.065619835;0.131239669;0.049214876;1.741633681;1.523929471;1.792949833;0.005793386;0.036472905;0.287644748;0.291244484;6;6;21.59348927;6.696622685;32.019263;4.474560683;0.405137202;3.523650786;0.025502079;-0.024202559;-5.189212782;9;-4.054000768;0.352152531;-0.085922268;-2.942428129;9;12;96.91673665;193.6703902;1.064042908;804.2153388;93.13974156;1.064042908;84.31010223;84.31010223;1;1;2019-05-13T19-38-22-687Z65-task2-right.webm
6.055161893;0.05424092;18.30578498;0.040321598;103.0481796;1.95650239;1.51716907;1.395786513;0.258537402;0.001984934;0.000788136;0;0;0;0.134508475;0.033627119;0.235389831;0.025220339;0.201762712;0.00840678;0.39827549;3.717237903;0.417219703;0.289714286;0.13149413;0.6;-0.159310196;4;2;33.83697946;6.558327129;48.47710211;6.775643578;0.441823532;2.899034385;0.035096818;0.088379155;-6.380250818;2;-3.923378568;0.027857355;-0.04750161;-3.06794616;4;5;109.8676285;310.6688455;1.031692231;1034.280692;155.7578621;3.004233589;164.8234345;1263.803923;2;1;2018-09-10T15-00-47-821Z87-task2-right.webm
5.571853831;0.097915377;14.77042823;0.715143143;47.80639537;0.835394628;2.693248476;1.885036752;0.216942885;0.001735558;0.000509622;0;0;0;0.133181208;0.133181208;0.233067114;0.033295302;0.233067114;0;0.536326202;3.337140809;0.338011286;0.045126631;0.027809507;0;4.00E-20;8;6;42.05028236;11.91314048;69.86188038;11.73706019;0.50886481;7.235491355;0.537228823;0.409336245;7.534881846;5;12.40714693;0.359073563;0.263132703;-3.518639144;4;8;105.3052168;574.7817399;0.106267085;1628.897588;77.28149195;0.514719029;81.83140892;81.83140892;1;1;2019-01-28T14-52-16-164Z57-task2-right.webm
5.135672432;0.060147606;9.514306901;0.146690924;30.61944926;0.158543249;2.109237619;1.646652579;0.31612413;0.010419654;0.004582319;3;2;0;0.603525;0.134116667;0.335291667;0.083822917;0.268233333;0.067058333;0.8698894;1.864048714;0.570511102;0.005813297;-0.012600796;0.178181818;-0.063264684;10;8;19.87378674;5.656863646;27.51072705;3.758202767;0.416829879;3.290549515;0.006794019;-0.017232602;2.073040395;10;-2.859650579;0.48601008;-0.157276056;-0.633785992;8;11;51.5585566;144.287935;0.973936147;292.5036166;102.2556048;3.90390197;19.70131942;66.03353863;2;1;2020-02-28T17-44-27-497Z3-task2-right.webm
13.95559063;0;11.89246847;0;42.27179976;0;2.231555698;1.529202713;0.216942885;0.026524504;0.000755858;1;1;0;0.5;0.133333333;0.3;0;0.266666667;0.016666667;0;1.363636364;0.673584781;0.280867885;0.138257576;0.025;0.014880952;4;5;36.37442757;4.872513524;44.20065942;3.921928192;0.376733537;2.782201827;0.484960691;0.099955341;3.709363336;7;3.491977935;0.106257029;0.045603986;1.968830594;7;8;60.44119829;310.8286144;0;789.600576;141.817288;0.328646501;0;34.92901749;1;1;NIHRT727YLPFL-task2-2019-09-16T13-39-58-437Z--right.webm
44.57173152;0;36.51670474;0;150.3572685;0;2.543868304;1.706106435;0.458013531;0.036636396;0.010166667;1;0;0;0.233333333;0.1;0.266666667;0.066666667;0.133333333;0.058333333;0.952380952;1.153846154;1.490295632;0.295282395;0.234592331;0.255728783;0.233549784;8;7;17.32084176;3.116439034;51.17544949;9.474543102;0.377321523;10.04265218;0.163359971;0.125039181;5.395574001;6;6.367750278;0.377055356;0.263566408;2.860304783;4;11;75.77585975;130.6323213;0.349861578;671.8788623;102.3363938;0.349861578;65.7187575;95.56766642;1;1;NIHUC184AEEEC-task2-2020-01-13T16-20-13-820Z--right.webm
1.681566418;0;7.931731257;0;33.83396927;0.469730064;1.739584624;1.62756382;0.392458586;0.02718753;0.024391115;2;1;1;0.403959391;0.403959391;0.201979695;0.050494924;0.161583756;0.030296954;1.134602496;1.302892819;1.356295773;0.007733165;-0.020684128;0.065264386;-0.060393811;10;10;15.8603333;4.60743581;23.74107246;3.223692977;0.287993256;2.688203053;0.166874938;0.035537985;4.437248157;10;1.676406703;0.023273029;0.012328735;-2.911364753;10;19;64.53200179;129.6264254;0.421367448;447.5362232;92.63238587;0.421367448;48.81951741;48.81951741;2;1;2018-09-17T04-13-21-831Z76-task2-right.webm
2.78754372;0.259216711;7.246873072;0;22.50950726;0.881958026;1.874357451;1.272922783;0.152931;0.000983374;0.001156448;0;0;0;0.067459459;0.067459459;0.202378378;0.016864865;0.202378378;0.03372973;0.352945665;4.235347985;0.318889198;0.225;-0.075631214;0.75;-0.211767399;4;4;28.1609928;2.341919433;30.40045966;1.88192967;0.228885172;1.984106807;0.003091706;-0.007221194;-1.765924988;6;0.587483702;0.175866411;0.076409027;3.486037731;4;6;203.9359593;387.7740541;0.592682464;802.9775023;200.6796573;1.987642367;957.8493759;957.8493759;0;1;2017-12-14T22-00-58-735Z27-task2-right.webm
2.42550776;0;3.551571439;0;16.63641793;0.433164131;1.408960883;1.390186859;0.364039249;0.020434261;0.02074245;1;1;1;0.704697987;0.637583893;0.234899329;0.092281879;0.167785235;0.058724832;1.495643939;1.8625;1.162997407;0.055613145;-0.079449301;0.047557425;0.079015152;10;9;18.20827115;11.69495244;32.66275696;6.417943965;0.497819336;5.918607623;0.424346626;0.138211553;-2.163118234;7;5.702446374;0.51992811;0.166919326;2.185067579;7;11;51.99231988;122.6148456;0.624503758;712.2469299;57.45228654;1.915135667;5.70690968;5.70690968;2;1;2019-10-23T23-15-31-022Z72-task2-right.webm
1.280033957;0;3.829928657;0;24.91002325;0.596221143;2.346148801;2.130415591;0.398032705;0.011329969;0.009848333;0;0;0;0.165866667;0.132693333;0.315146667;0.091226667;0.232213333;0.082933333;0.959149372;2.318822656;0.697636952;2.40E-05;-0.001190388;0.067961591;-0.076871847;9;7;23.10972621;5.204396129;33.41896376;5.869065087;0.404279623;5.258553418;0.227945557;0.096421299;5.466440475;9;4.981327981;0.021495578;0.033802312;-0.429113823;7;9;95.03023894;217.0177255;0.196915005;603.4196763;99.42845696;0.196915005;120.8792925;120.8792925;2;1;2018-02-28T15-08-41-257Z30-task2-right.webm
2.814522329;0.344308082;7.473498047;0;30.62610469;0.821185421;1.613180869;1.270160237;0.280829711;0.004784293;0.004988501;0;0;0;0.100820225;0.067213483;0.235247191;0.050410112;0.168033708;0.025205056;0.929872952;3.719491809;0.780573443;0.032971559;-0.082992742;0.191625125;0.329440703;5;3;25.94872528;2.76102972;28.11765609;2.413372969;0.33064947;2.098148265;0.002286369;0.008537595;-2.215906249;6;-1.646323669;0.000118165;-0.002436854;-1.164363337;4;5;99.91939246;384.7455404;0.279072038;687.3018893;94.8990036;9.2348005;271.3955362;583.2234971;1;1;2018-09-10T14-48-28-540Z99-task2-right.webm
12.92774897;0;12.59382188;0;153.7157471;0;1.455172262;1.024314907;0.381944364;0.015045724;0.00348018;0;0;0;0.100840336;0.100840336;0.302521008;0.050420168;0.268907563;0.050420168;0.501467803;1.75;0.600722328;0.175314289;0.109774832;0.049051821;-0.047651515;6;5;32.76078905;1.561862592;52.73737277;6.841028492;0.33385426;1.615232168;0.408896004;0.174096476;1.094424282;4;5.374688884;0.293136428;0.047433212;1.838219308;4;7;140.4049868;221.4717621;0;510.3673151;141.4225977;0;0;0;1;1;NIHCM336ZVHXH-task2-2019-12-03T19-57-19-166Z--right.webm
